period,section,category,sub_category_1,sub_category_2,metric,value
2020-H1,Account / Content Violations,Country,Djibouti,Hate Speech,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Djibouti,Impersonation,content_reports,39
2020-H1,Account / Content Violations,Country,Djibouti,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Djibouti,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Djibouti,Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,Djibouti,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Djibouti,Sexually Explicit Content,content_reports,121
2020-H1,Account / Content Violations,Country,Djibouti,Sexually Explicit Content,content_enforced,41
2020-H1,Account / Content Violations,Country,Djibouti,Sexually Explicit Content,unique_accounts_enforced,18
2020-H1,Account / Content Violations,Country,Djibouti,Spam,content_reports,5
2020-H1,Account / Content Violations,Country,Djibouti,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Djibouti,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Djibouti,Threatening / Violence / Harm,content_reports,20
2020-H1,Account / Content Violations,Country,Djibouti,Threatening / Violence / Harm,content_enforced,1
2020-H1,Account / Content Violations,Country,Djibouti,Threatening / Violence / Harm,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Dominica,Harassment and Bullying,content_reports,5
2020-H1,Account / Content Violations,Country,Dominica,Harassment and Bullying,content_enforced,4
2020-H1,Account / Content Violations,Country,Dominica,Harassment and Bullying,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,Dominica,Impersonation,content_reports,18
2020-H1,Account / Content Violations,Country,Dominica,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Dominica,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Dominica,Regulated Goods,content_reports,2
2020-H1,Account / Content Violations,Country,Dominica,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Dominica,Sexually Explicit Content,content_reports,50
2020-H1,Account / Content Violations,Country,Dominica,Sexually Explicit Content,content_enforced,25
2020-H1,Account / Content Violations,Country,Dominica,Sexually Explicit Content,unique_accounts_enforced,9
2020-H1,Account / Content Violations,Country,Dominica,Spam,content_reports,3
2020-H1,Account / Content Violations,Country,Dominica,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Dominica,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Dominica,Threatening / Violence / Harm,content_reports,5
2020-H1,Account / Content Violations,Country,Dominica,Threatening / Violence / Harm,content_enforced,1
2020-H1,Account / Content Violations,Country,Dominica,Threatening / Violence / Harm,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Dominican Republic,Harassment and Bullying,content_reports,3619
2020-H1,Account / Content Violations,Country,Dominican Republic,Harassment and Bullying,content_enforced,1047
2020-H1,Account / Content Violations,Country,Dominican Republic,Harassment and Bullying,unique_accounts_enforced,677
2020-H1,Account / Content Violations,Country,Dominican Republic,Hate Speech,content_reports,930
2020-H1,Account / Content Violations,Country,Dominican Republic,Hate Speech,content_enforced,269
2020-H1,Account / Content Violations,Country,Dominican Republic,Hate Speech,unique_accounts_enforced,168
2020-H1,Account / Content Violations,Country,Dominican Republic,Impersonation,content_reports,16012
2020-H1,Account / Content Violations,Country,Dominican Republic,Impersonation,content_enforced,559
2020-H1,Account / Content Violations,Country,Dominican Republic,Impersonation,unique_accounts_enforced,417
2020-H1,Account / Content Violations,Country,Dominican Republic,Regulated Goods,content_reports,881
2020-H1,Account / Content Violations,Country,Dominican Republic,Regulated Goods,content_enforced,401
2020-H1,Account / Content Violations,Country,Dominican Republic,Regulated Goods,unique_accounts_enforced,285
2020-H1,Account / Content Violations,Country,Dominican Republic,Sexually Explicit Content,content_reports,487377
2020-H1,Account / Content Violations,Country,Dominican Republic,Sexually Explicit Content,content_enforced,274735
2020-H1,Account / Content Violations,Country,Dominican Republic,Sexually Explicit Content,unique_accounts_enforced,37306
2020-H1,Account / Content Violations,Country,Dominican Republic,Spam,content_reports,6415
2020-H1,Account / Content Violations,Country,Dominican Republic,Spam,content_enforced,4210
2020-H1,Account / Content Violations,Country,Dominican Republic,Spam,unique_accounts_enforced,2134
2020-H1,Account / Content Violations,Country,Dominican Republic,Threatening / Violence / Harm,content_reports,5603
2020-H1,Account / Content Violations,Country,Dominican Republic,Threatening / Violence / Harm,content_enforced,1354
2020-H1,Account / Content Violations,Country,Dominican Republic,Threatening / Violence / Harm,unique_accounts_enforced,687
2020-H1,Account / Content Violations,Country,Ecuador,Harassment and Bullying,content_reports,82
2020-H1,Account / Content Violations,Country,Ecuador,Harassment and Bullying,content_enforced,11
2020-H1,Account / Content Violations,Country,Ecuador,Harassment and Bullying,unique_accounts_enforced,10
2020-H1,Account / Content Violations,Country,Ecuador,Hate Speech,content_reports,18
2020-H1,Account / Content Violations,Country,Ecuador,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Ecuador,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Ecuador,Impersonation,content_reports,608
2020-H1,Account / Content Violations,Country,Ecuador,Impersonation,content_enforced,4
2020-H1,Account / Content Violations,Country,Ecuador,Impersonation,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,Ecuador,Regulated Goods,content_reports,21
2020-H1,Account / Content Violations,Country,Ecuador,Regulated Goods,content_enforced,10
2020-H1,Account / Content Violations,Country,Ecuador,Regulated Goods,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,Ecuador,Sexually Explicit Content,content_reports,1979
2020-H1,Account / Content Violations,Country,Ecuador,Sexually Explicit Content,content_enforced,746
2020-H1,Account / Content Violations,Country,Ecuador,Sexually Explicit Content,unique_accounts_enforced,307
2020-H1,Account / Content Violations,Country,Ecuador,Spam,content_reports,88
2020-H1,Account / Content Violations,Country,Ecuador,Spam,content_enforced,28
2020-H1,Account / Content Violations,Country,Ecuador,Spam,unique_accounts_enforced,15
2020-H1,Account / Content Violations,Country,Ecuador,Threatening / Violence / Harm,content_reports,84
2020-H1,Account / Content Violations,Country,Ecuador,Threatening / Violence / Harm,content_enforced,13
2020-H1,Account / Content Violations,Country,Ecuador,Threatening / Violence / Harm,unique_accounts_enforced,13
2020-H1,Account / Content Violations,Country,Egypt,Harassment and Bullying,content_reports,1677
2020-H1,Account / Content Violations,Country,Egypt,Harassment and Bullying,content_enforced,211
2020-H1,Account / Content Violations,Country,Egypt,Harassment and Bullying,unique_accounts_enforced,151
2020-H1,Account / Content Violations,Country,Egypt,Hate Speech,content_reports,246
2020-H1,Account / Content Violations,Country,Egypt,Hate Speech,content_enforced,33
2020-H1,Account / Content Violations,Country,Egypt,Hate Speech,unique_accounts_enforced,23
2020-H1,Account / Content Violations,Country,Egypt,Impersonation,content_reports,4416
2020-H1,Account / Content Violations,Country,Egypt,Impersonation,content_enforced,43
2020-H1,Account / Content Violations,Country,Egypt,Impersonation,unique_accounts_enforced,35
2020-H1,Account / Content Violations,Country,Egypt,Regulated Goods,content_reports,559
2020-H1,Account / Content Violations,Country,Egypt,Regulated Goods,content_enforced,124
2020-H1,Account / Content Violations,Country,Egypt,Regulated Goods,unique_accounts_enforced,72
2020-H1,Account / Content Violations,Country,Egypt,Sexually Explicit Content,content_reports,41348
2020-H1,Account / Content Violations,Country,Egypt,Sexually Explicit Content,content_enforced,14874
2020-H1,Account / Content Violations,Country,Egypt,Sexually Explicit Content,unique_accounts_enforced,2547
2020-H1,Account / Content Violations,Country,Egypt,Spam,content_reports,2245
2020-H1,Account / Content Violations,Country,Egypt,Spam,content_enforced,221
2020-H1,Account / Content Violations,Country,Egypt,Spam,unique_accounts_enforced,116
2020-H1,Account / Content Violations,Country,Egypt,Threatening / Violence / Harm,content_reports,1451
2020-H1,Account / Content Violations,Country,Egypt,Threatening / Violence / Harm,content_enforced,168
2020-H1,Account / Content Violations,Country,Egypt,Threatening / Violence / Harm,unique_accounts_enforced,119
2020-H1,Account / Content Violations,Country,El Salvador,Harassment and Bullying,content_reports,71
2020-H1,Account / Content Violations,Country,El Salvador,Harassment and Bullying,content_enforced,14
2020-H1,Account / Content Violations,Country,El Salvador,Harassment and Bullying,unique_accounts_enforced,12
2020-H1,Account / Content Violations,Country,El Salvador,Hate Speech,content_reports,25
2020-H1,Account / Content Violations,Country,El Salvador,Hate Speech,content_enforced,3
2020-H1,Account / Content Violations,Country,El Salvador,Hate Speech,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,El Salvador,Impersonation,content_reports,427
2020-H1,Account / Content Violations,Country,El Salvador,Impersonation,content_enforced,17
2020-H1,Account / Content Violations,Country,El Salvador,Impersonation,unique_accounts_enforced,17
2020-H1,Account / Content Violations,Country,El Salvador,Regulated Goods,content_reports,35
2020-H1,Account / Content Violations,Country,El Salvador,Regulated Goods,content_enforced,10
2020-H1,Account / Content Violations,Country,El Salvador,Regulated Goods,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,El Salvador,Sexually Explicit Content,content_reports,896
2020-H1,Account / Content Violations,Country,El Salvador,Sexually Explicit Content,content_enforced,387
2020-H1,Account / Content Violations,Country,El Salvador,Sexually Explicit Content,unique_accounts_enforced,159
2020-H1,Account / Content Violations,Country,El Salvador,Spam,content_reports,68
2020-H1,Account / Content Violations,Country,El Salvador,Spam,content_enforced,36
2020-H1,Account / Content Violations,Country,El Salvador,Spam,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,El Salvador,Threatening / Violence / Harm,content_reports,93
2020-H1,Account / Content Violations,Country,El Salvador,Threatening / Violence / Harm,content_enforced,21
2020-H1,Account / Content Violations,Country,El Salvador,Threatening / Violence / Harm,unique_accounts_enforced,19
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Impersonation,content_reports,1
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Sexually Explicit Content,content_reports,191
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Sexually Explicit Content,content_enforced,14
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Sexually Explicit Content,unique_accounts_enforced,10
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Spam,content_reports,1
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Threatening / Violence / Harm,content_reports,5
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,Equatorial Guinea,Threatening / Violence / Harm,unique_accounts_enforced,0
